query	code	rev	size	ac	org	taxid	NCBI_DNA	NCBI_AA	ip	pfam
A7FUG5	A7FUG5_CLOB1	Unreviewed	389	A7FUG5	Clostridium botulinum (strain ATCC 19397 / Type A).	441770	CP000726	ABS35499.1	IPR020622	PF01168
A5I2C8	A5I2C8_CLOBH	Unreviewed	389	A5I2C8	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A).	441771	AM412317	CAL83195.1	IPR020622	PF01168
B1R4H1	B1R4H1_CLOPE	Unreviewed	386	B1R4H1	Clostridium perfringens B str. ATCC 3626.	451754	ABDV01000003	EDT24862.1	IPR020622	PF01168
B1QDA6	B1QDA6_CLOBO	Unreviewed	389	B1QDA6	Clostridium botulinum NCTC 2916.	445335	ABDO02000006	EDT80775.1	IPR020622	PF01168
B1BMF0	B1BMF0_CLOPE	Unreviewed	386	B1BMF0	Clostridium perfringens C str. JGS1495.	445334	ABDU01000076	EDS79133.1	IPR020622	PF01168
C3KV31	C3KV31_CLOB6	Unreviewed	386	C3KV31	Clostridium botulinum (strain 657 / Type Ba4).	515621	CP001083	ACQ52049.1	IPR020622	PF01168
Q97LR2	ALR1_CLOAB	Reviewed	386	Q97LR2	Clostridium acetobutylicum.	1488	AE001437	AAK78472.1	IPR020622	PF01168
B1V1X6	B1V1X6_CLOPE	Unreviewed	386	B1V1X6	Clostridium perfringens D str. JGS1721.	488537	ABOO01000011	EDT72176.1	IPR020622	PF01168
Q0SUN0	ALR_CLOPS	Reviewed	386	Q0SUN0	Clostridium perfringens (strain SM101 / Type A).	289380	CP000312	ABG85889.1	IPR020622	PF01168
A7FYZ2	A7FYZ2_CLOB1	Unreviewed	386	A7FYZ2	Clostridium botulinum (strain ATCC 19397 / Type A).	441770	CP000726	ABS35309.1	IPR020622	PF01168
A0PY95	ALR_CLONN	Reviewed	387	A0PY95	Clostridium novyi (strain NT).	386415	CP000382	ABK61810.1	IPR020622	PF01168
B1Q9G9	B1Q9G9_CLOBO	Unreviewed	386	B1Q9G9	Clostridium botulinum NCTC 2916.	445335	ABDO02000002	EDT81961.1	IPR020622	PF01168
A6TQQ9	A6TQQ9_ALKMQ	Unreviewed	364	A6TQQ9	Alkaliphilus metalliredigens (strain QYMF).	293826	CP000724	ABR48527.1	IPR001608	PF01168
A5I7C2	A5I7C2_CLOBH	Unreviewed	386	A5I7C2	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A).	441771	AM412317	CAL84957.1	IPR020622	PF01168
B1IFY4	B1IFY4_CLOBK	Unreviewed	386	B1IFY4	Clostridium botulinum (strain Okra / Type B1).	498213	CP000939	ACA44927.1	IPR020622	PF01168
B1RD59	B1RD59_CLOPE	Unreviewed	386	B1RD59	Clostridium perfringens CPE str. F4969.	451756	ABDX01000001	EDT28352.1	IPR020622	PF01168
B1KSD1	B1KSD1_CLOBM	Unreviewed	386	B1KSD1	Clostridium botulinum (strain Loch Maree / Type A3).	498214	CP000962	ACA54762.1	IPR020622	PF01168
C1FNN4	C1FNN4_CLOBJ	Unreviewed	389	C1FNN4	Clostridium botulinum (strain Kyoto / Type A2).	536232	CP001581	ACO83601.1	IPR020622	PF01168
B1RMX6	B1RMX6_CLOPE	Unreviewed	386	B1RMX6	Clostridium perfringens NCTC 8239.	451757	ABDY01000002	EDT79446.1	IPR020622	PF01168
B1BX59	B1BX59_CLOPE	Unreviewed	386	B1BX59	Clostridium perfringens E str. JGS1987.	451755	ABDW01000040	EDT13720.1	IPR020622	PF01168
B2TKD2	B2TKD2_CLOBB	Unreviewed	386	B2TKD2	Clostridium botulinum (strain Eklund 17B / Type B).	508765	CP001056	ACD22809.1	IPR001608	PF01168
A5N376	ALR_CLOK5	Reviewed	391	A5N376	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680).	431943	CP000673	EDK35572.1	IPR020622	PF01168
B1B7U5	B1B7U5_CLOBO	Unreviewed	387	B1B7U5	Clostridium botulinum C str. Eklund.	445337	ABDQ01000001	EDS78658.1	IPR020622	PF01168
Q0TSS9	ALR_CLOP1	Reviewed	386	Q0TSS9	Clostridium perfringens (strain ATCC 13124 / NCTC 8237 / Type A).	195103	CP000246	ABG82585.1	IPR020622	PF01168
B1KS45	B1KS45_CLOBM	Unreviewed	389	B1KS45	Clostridium botulinum (strain Loch Maree / Type A3).	498214	CP000962	ACA55562.1	IPR020622	PF01168
B3DZ71	B3DZ71_METI4	Unreviewed	246	B3DZ71	(strain V4)).	481448	CP000975	ACD84163.1	IPR011078	PF01168
B2KBY1	B2KBY1_ELUMP	Unreviewed	369	B2KBY1	Elusimicrobium minutum (strain Pei191).	445932	CP001055	ACC97885.1	IPR001608	PF01168
Q180W0	Q180W0_CLOD6	Unreviewed	385	Q180W0	Clostridium difficile (strain 630).	272563	AM180355	CAJ70366.1	IPR020622	PF01168
Q6A5H2	ALR_PROAC	Reviewed	375	Q6A5H2	Propionibacterium acnes.	1747	AE017283	AAT83991.1	IPR020622	PF01168
B0KD55	B0KD55_THEP3	Unreviewed	388	B0KD55	(Clostridium thermohydrosulfuricum).	340099	CP000924	ABY94153.1	IPR020622	PF01168
Q9KFF9	ALR_BACHD	Reviewed	388	Q9KFF9	Bacillus halodurans.	86665	BA000004	BAB04239.1	IPR020622	PF01168
Q8R860	ALR2_THETN	Reviewed	388	Q8R860	Thermoanaerobacter tengcongensis.	119072	AE008691	AAM25327.1	IPR020622	PF01168
B8I8C0	B8I8C0_CLOCE	Unreviewed	389	B8I8C0	H10).	394503	CP001348	ACL77220.1	IPR020622	PF01168
B3KE12										
B9CKU2	B9CKU2_9ACTN	Unreviewed	241	B9CKU2	Atopobium rimae ATCC 49626.	553184	ACFE01000001	EEE17991.1	IPR011078	PF01168
B7R8P8	B7R8P8_9THEO	Unreviewed	388	B7R8P8	Carboxydibrachium pacificum DSM 12653.	391606	DS999095	EEB75707.1	IPR020622	PF01168
B0K5Y9	B0K5Y9_THEPX	Unreviewed	388	B0K5Y9	Thermoanaerobacter sp. (strain X514).	399726	CP000923	ABY92265.1	IPR020622	PF01168
Q1GZG2	Q1GZG2_METFK	Unreviewed	241	Q1GZG2	Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875).	265072	CP000284	ABE50375.1	IPR011078	PF01168
B1QZM2	B1QZM2_CLOBU	Unreviewed	388	B1QZM2	Clostridium butyricum 5521.	447214	ABDT01000093	EDT74478.1	IPR001608	PF01168
B1DH88										
Q0AU99	Q0AU99_SYNWW	Unreviewed	399	Q0AU99	Syntrophomonas wolfei subsp. wolfei (strain Goettingen).	335541	CP000448	ABI69705.1	IPR020622	PF01168
B1VHB9	B1VHB9_CORU7	Unreviewed	236	B1VHB9	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109).	504474	AM942444	CAQ05160.1	IPR011078	PF01168
C4IJQ1	C4IJQ1_CLOBU	Unreviewed	388	C4IJQ1	Clostridium butyricum E4 str. BoNT E BL5262.	632245	ACOM01000005	EEP53757.1	IPR001608	PF01168
B5G8N8	B5G8N8_9ACTO	Unreviewed	378	B5G8N8	Streptomyces sp. SPB74.	465543	GG770539	EDY42684.2	IPR020622	PF01168
Q65YW7	Q65YW7_STRLA	Unreviewed	378	Q65YW7	Streptomyces lavendulae subsp. lavendulae.	58340	AB176676	BAD44772.1	IPR020622	PF01168
A7AZ61	A7AZ61_RUMGN	Unreviewed	383	A7AZ61	Ruminococcus gnavus ATCC 29149.	411470	AAYG02000005	EDN79066.1	IPR001608	PF01168
B1I1U7	B1I1U7_DESAP	Unreviewed	380	B1I1U7	Desulforudis audaxviator (strain MP104C).	477974	CP000860	ACA59018.1	IPR020622	PF01168
C0ZK24	C0ZK24_BREBN	Unreviewed	400	C0ZK24	Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599).	358681	AP008955	BAH41475.1	IPR020622	PF01168
P94494	ALR2_BACSU	Reviewed	394	P94494	Bacillus subtilis.	1423	AL009126	CAB13648.1	IPR020622	PF01168
C1V314										
A7Z6I9	A7Z6I9_BACA2	Unreviewed	393	A7Z6I9	Bacillus amyloliquefaciens (strain FZB42).	326423	CP000560	ABS74615.1	IPR020622	PF01168
C0ZHQ0	C0ZHQ0_BREBN	Unreviewed	393	C0ZHQ0	Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599).	358681	AP008955	BAH45174.1	IPR020622	PF01168
B4AF21	B4AF21_BACPU	Unreviewed	393	B4AF21	Bacillus pumilus ATCC 7061.	536229	ABRX01000001	EDW23321.1	IPR020622	PF01168
A8FC63	A8FC63_BACP2	Unreviewed	393	A8FC63	Bacillus pumilus (strain SAFR-032).	315750	CP000813	ABV61830.1	IPR020622	PF01168
Q2RX77	Q2RX77_RHORT	Unreviewed	356	Q2RX77	Rhodospirillum rubrum (strain ATCC 11170 / NCIB 8255).	269796	CP000230	ABC21268.1	IPR001608	PF01168
Q65FQ4	Q65FQ4_BACLD	Unreviewed	393	Q65FQ4	Bacillus licheniformis (strain DSM 13 / ATCC 14580).	279010	AE017333	AAU42110.1	IPR020622	PF01168
Q47QW4	Q47QW4_THEFY	Unreviewed	240	Q47QW4	Thermobifida fusca (strain YX).	269800	CP000088	AAZ55153.1	IPR011078	PF01168
C0CD44										
A6P116	A6P116_9BACE	Unreviewed	380	A6P116	Bacteroides capillosus ATCC 29799.	411467	AAXG02000045	EDM98037.1	IPR020622	PF01168
C0E9S7	C0E9S7_9CLOT	Unreviewed	388	C0E9S7	Clostridium methylpentosum DSM 5476.	537013	ACEC01000021	EEG31842.1	IPR020622	PF01168
B7C8W5	B7C8W5_9FIRM	Unreviewed	383	B7C8W5	Eubacterium biforme DSM 3989.	518637	ABYT01000039	EEC90798.1	IPR020622	PF01168
A8RDB1	A8RDB1_9FIRM	Unreviewed	382	A8RDB1	Eubacterium dolichum DSM 3991.	428127	ABAW02000024	EDP10624.1	IPR020622	PF01168
B9STY6	B9STY6_RICCO	Unreviewed	245	B9STY6	Ricinus communis (Castor bean).	3988	EQ974136	EEF32921.1	IPR011078	PF01168
B6UF09	B6UF09_MAIZE	Unreviewed	245	B6UF09	Zea mays (Maize).	4577	EU975824	ACG47942.1	IPR011078	PF01168
A1VHK5	A1VHK5_DESVV	Unreviewed	242	A1VHK5	Desulfovibrio vulgaris subsp. vulgaris (strain DP4).	391774	CP000527	ABM29921.1	IPR011078	PF01168
B6QY19	B6QY19_9RHOB	Unreviewed	375	B6QY19	Pseudovibrio sp. JE062.	439495	DS996805	EEA96965.1	IPR001608	PF01168
B1KTP9	B1KTP9_CLOBM	Unreviewed	404	B1KTP9	Clostridium botulinum (strain Loch Maree / Type A3).	498214	CP000962	ACA53599.1	IPR020622	PF01168
A7FQT1	A7FQT1_CLOB1	Unreviewed	404	A7FQT1	Clostridium botulinum (strain ATCC 19397 / Type A).	441770	CP000726	ABS32471.1	IPR020622	PF01168
A5HYG9	A5HYG9_CLOBH	Unreviewed	404	A5HYG9	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A).	441771	AM412317	CAL81828.1	IPR020622	PF01168
Q4DK76	Q4DK76_TRYCR	Unreviewed	252	Q4DK76	Trypanosoma cruzi.	5693	AAHK01000393	EAN92928.1	IPR011078	PF01168
A7VP14	A7VP14_9CLOT	Unreviewed	396	A7VP14	Clostridium leptum DSM 753.	428125	ABCB02000011	EDO62894.1	IPR020622	PF01168
A4I0L9	A4I0L9_LEIIN	Unreviewed	245	A4I0L9	Leishmania infantum.	5671	AM502241	CAM68291.1	IPR011078	PF01168
Q4QAZ0	Q4QAZ0_LEIMA	Unreviewed	245	Q4QAZ0	Leishmania major.	5664	CT005262	CAJ05058.1	IPR011078	PF01168
B1IEC4	B1IEC4_CLOBK	Unreviewed	404	B1IEC4	Clostridium botulinum (strain Okra / Type B1).	498213	CP000939	ACA46347.1	IPR020622	PF01168
Q4DSC5	Q4DSC5_TRYCR	Unreviewed	252	Q4DSC5	Trypanosoma cruzi.	5693	AAHK01000214	EAN95419.1	IPR011078	PF01168
C4Z6C8	C4Z6C8_EUBE2	Unreviewed	389	C4Z6C8	Eubacterium eligens (strain ATCC 27750 / VPI C15-48).	515620	CP001106	ACR73520.1	IPR020622	PF01168
Q6LML9	Q6LML9_PHOPR	Unreviewed	244	Q6LML9	Photobacterium profundum (Photobacterium sp. (strain SS9)).	74109	CR378673	CAG21458.1	IPR011078	PF01168
A9WRD3	A9WRD3_RENSM	Unreviewed	246	A9WRD3	15589).	288705	CP000910	ABY24215.1	IPR011078	PF01168
B4JET9	B4JET9_DROGR	Unreviewed	249	B4JET9	Drosophila grimshawi (Fruit fly) (Idiomyia grimshawi).	7222	CH916369	EDV93220.1	IPR011078	PF01168
B4NGS9	B4NGS9_DROWI	Unreviewed	249	B4NGS9	Drosophila willistoni (Fruit fly).	7260	CH964272	EDW84426.1	IPR011078	PF01168
C1BF86	C1BF86_ONCMY	Unreviewed	282	C1BF86	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri).	8022	BT073265	ACO07689.1	IPR011078	PF01168
C1W538										
B5X4B5	B5X4B5_SALSA	Unreviewed	282	B5X4B5	Salmo salar (Atlantic salmon).	8030	BT045884	ACI34146.1	IPR011078	PF01168
B5XEC5	B5XEC5_SALSA	Unreviewed	282	B5XEC5	Salmo salar (Atlantic salmon).	8030	BT049394	ACI69195.1	IPR011078	PF01168
C1BEX9	C1BEX9_ONCMY	Unreviewed	282	C1BEX9	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri).	8022	BT073158	ACO07582.1	IPR011078	PF01168
C1BH33	C1BH33_ONCMY	Unreviewed	282	C1BH33	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri).	8022	BT073912	ACO08336.1	IPR011078	PF01168
B8BTB3	B8BTB3_THAPS	Unreviewed	417	B8BTB3	Thalassiosira pseudonana (Marine diatom).	35128	CM000639	EED94573.1	IPR001608	PF01168
C0D1E2	C0D1E2_9CLOT	Unreviewed	115	C0D1E2	Clostridium asparagiforme DSM 15981.	518636	ACCJ01000218	EEG54847.1	IPR001608	PF01168
A6L7I0	A6L7I0_BACV8	Unreviewed	391	A6L7I0	Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / NCTC 11154).	435590	CP000139	ABR41644.1	IPR000183	PF00278
Q0EWM4	Q0EWM4_9PROT	Unreviewed	386	Q0EWM4	Mariprofundus ferrooxydans PV-1.	314345	AATS01000019	EAU53653.1	IPR000183	PF00278
A8KZ95	A8KZ95_FRASN	Unreviewed	319	A8KZ95	Frankia sp. (strain EAN1pec).	298653	CP000820	ABW14451.1	IPR011078	PF01168
A5P7J2	A5P7J2_9SPHN	Unreviewed	345	A5P7J2	Erythrobacter sp. SD-21.	161528	ABCG01000001	EDL50293.1	IPR001608	PF01168
Q0FF88	Q0FF88_9RHOB	Unreviewed	351	Q0FF88	Rhodobacterales bacterium HTCC2255.	367336	AATR01000001	EAU53101.1	IPR001608	PF01168
Q6NFZ0	Q6NFZ0_CORDI	Unreviewed	221	Q6NFZ0	Corynebacterium diphtheriae.	1717	BX248359	CAE50274.1	IPR011078	PF01168
B0UL34	ALR_METS4	Reviewed	364	B0UL34	Methylobacterium sp. (strain 4-46).	426117	CP000943	ACA17034.1	IPR001608	PF01168
B8IEC7	ALR_METNO	Reviewed	370	B8IEC7	Methylobacterium nodulans (strain ORS2060 / LMG 21967).	460265	CP001349	ACL59499.1	IPR020622	PF01168
Q5NR88	Q5NR88_ZYMMO	Unreviewed	232	Q5NR88	Zymomonas mobilis.	542	AE008692	AAV88766.2	IPR011078	PF01168
A8HST8	A8HST8_AZOC5	Unreviewed	374	A8HST8	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / ORS 571).	438753	AP009384	BAF90214.1	IPR001608	PF01168
B8DG73	ALR_LISMH	Reviewed	368	B8DG73	Listeria monocytogenes serotype 4a (strain HCC23).	552536	CP001175	ACK40081.1	IPR020622	PF01168
C1L1F6	ALR_LISMC	Reviewed	368	C1L1F6	Listeria monocytogenes serotype 4b (strain Clip81459).	634178	FM242711	CAS04671.1	IPR020622	PF01168
Q4EVF5	Q4EVF5_LISMO	Unreviewed	368	Q4EVF5	Listeria monocytogenes str. 1/2a F6854.	267409	AADQ01000002	EAL07694.1	IPR020622	PF01168
A5V014	A5V014_ROSS1	Unreviewed	349	A5V014	Roseiflexus sp. (strain RS-1).	357808	CP000686	ABQ92217.1	IPR001608	PF01168
A0AH04	ALR_LISW6	Reviewed	368	A0AH04	SLCC5334).	386043	AM263198	CAK20286.1	IPR020622	PF01168
Q4EKF2	Q4EKF2_LISMO	Unreviewed	368	Q4EKF2	Listeria monocytogenes str. 4b H7858.	267410	AADR01000005	EAL10274.1	IPR020622	PF01168
Q1ND51	Q1ND51_9SPHN	Unreviewed	246	Q1ND51	Sphingomonas sp. SKA58.	314266	AAQG01000006	EAT09034.1	IPR011078	PF01168
A7NGT7	A7NGT7_ROSCS	Unreviewed	349	A7NGT7	Roseiflexus castenholzii (strain DSM 13941 / HLO8).	383372	CP000804	ABU56684.1	IPR001608	PF01168
A4YJS5	A4YJS5_BRASO	Unreviewed	227	A4YJS5	Bradyrhizobium sp. (strain ORS278).	114615	CU234118	CAL74151.1	IPR011078	PF01168
B9E8C3	ALR_MACCJ	Reviewed	380	B9E8C3	Macrococcus caseolyticus (strain JCSC5402).	458233	AP009484	BAH18441.1	IPR020622	PF01168
O85045	ALR_LISMO	Reviewed	368	O85045	Listeria monocytogenes.	1639	AL591977	CAC98964.1	IPR020622	PF01168
Q721S9	ALR_LISMF	Reviewed	368	Q721S9	Listeria monocytogenes serotype 4b (strain F2365).	265669	AE017262	AAT03685.1	IPR020622	PF01168
Q92DC9	ALR_LISIN	Reviewed	368	Q92DC9	Listeria innocua.	1642	AL596166	CAC96117.1	IPR020622	PF01168
B2DME1	B2DME1_STRPN	Unreviewed	367	B2DME1	Streptococcus pneumoniae SP195.	453363	ABGE01000002	EDT93329.1	IPR020622	PF01168
Q9CH94	ALR_LACLA	Reviewed	367	Q9CH94	Lactococcus lactis subsp. lactis (Streptococcus lactis).	1360	AE005176	AAK04942.1	IPR020622	PF01168
Q3DJH0	Q3DJH0_STRAG	Unreviewed	366	Q3DJH0	Streptococcus agalactiae 515.	342614	AAJP01000060	EAO70593.1	IPR020622	PF01168
Q1JKA0	ALR_STRPC	Reviewed	366	Q1JKA0	Streptococcus pyogenes serotype M12 (strain MGAS9429).	370551	CP000259	ABF32723.1	IPR020622	PF01168
B1SEM6	B1SEM6_9STRE	Unreviewed	368	B1SEM6	Streptococcus infantarius subsp. infantarius ATCC BAA-102.	471872	ABJK02000019	EDT47772.1	IPR020622	PF01168
C1CFR7	ALR_STRZJ	Reviewed	367	C1CFR7	Streptococcus pneumoniae (strain JJA).	488222	CP000919	ACO18990.1	IPR020622	PF01168
Q3D0K6	Q3D0K6_STRAG	Unreviewed	366	Q3D0K6	Streptococcus agalactiae H36B.	342615	AAJS01000044	EAO77770.1	IPR020622	PF01168
Q8K5Z8	ALR_STRP3	Reviewed	366	Q8K5Z8	Streptococcus pyogenes serotype M3.	301448	BA000034	BAC63399.1	IPR020622	PF01168
P0A2W8	ALR_STRPN	Reviewed	367	P0A2W8	Streptococcus pneumoniae.	1313	Z49988	CAA90279.1	IPR020622	PF01168
A4VXD9	ALR_STRSY	Reviewed	367	A4VXD9	Streptococcus suis (strain 05ZYH33).	391295	CP000407	ABP90778.1	IPR020622	PF01168
Q1J545	ALR_STRPF	Reviewed	366	Q1J545	Streptococcus pyogenes serotype M4 (strain MGAS10750).	370554	CP000262	ABF38541.1	IPR020622	PF01168
Q8DSF4	ALR_STRMU	Reviewed	371	Q8DSF4	Streptococcus mutans.	1309	AE014133	AAN59457.1	IPR020622	PF01168
Q99Y98	ALR_STRP1	Reviewed	366	Q99Y98	Streptococcus pyogenes serotype M1.	301447	CP000017	AAZ52150.1	IPR020622	PF01168
C2LXJ6	C2LXJ6_STAHO	Unreviewed	381	C2LXJ6	Staphylococcus hominis SK119.	629742	ACLP01000009	EEK12522.1	IPR020622	PF01168
Q11LC5	Q11LC5_MESSB	Unreviewed	385	Q11LC5	Mesorhizobium sp. (strain BNC1).	266779	CP000390	ABG61800.1	IPR020622	PF01168
A5MM85	A5MM85_STRPN	Unreviewed	367	A5MM85	Streptococcus pneumoniae SP19-BS75.	406562	ABAF01000003	EDK71358.1	IPR020622	PF01168
B5XI21	ALR_STRPZ	Reviewed	366	B5XI21	Streptococcus pyogenes serotype M49 (strain NZ131).	471876	CP000829	ACI61683.1	IPR020622	PF01168
C2LS27	C2LS27_STRSL	Unreviewed	367	C2LS27	Streptococcus salivarius SK126.	596322	ACLO01000062	EEK10318.1	IPR020622	PF01168
Q8NZK4	ALR_STRP8	Reviewed	366	Q8NZK4	Streptococcus pyogenes serotype M18.	301451	AE009949	AAL98379.1	IPR020622	PF01168
Q5LY71	ALR_STRT1	Reviewed	367	Q5LY71	Streptococcus thermophilus (strain CNRZ 1066).	299768	CP000024	AAV63245.1	IPR020622	PF01168
B9WWV8	B9WWV8_STRSU	Unreviewed	367	B9WWV8	Streptococcus suis 89/1591.	286604	AAFA03000030	EEF64006.1	IPR020622	PF01168
Q03IX8	ALR_STRTD	Reviewed	367	Q03IX8	Streptococcus thermophilus (strain ATCC BAA-491 / LMD-9).	322159	CP000419	ABJ66844.1	IPR020622	PF01168
B8EQP3	B8EQP3_METSB	Unreviewed	230	B8EQP3	Methylocella silvestris (strain BL2 / DSM 15510 / NCIMB 13906).	395965	CP001280	ACK49314.1	IPR011078	PF01168
Q48RM8	ALR_STRPM	Reviewed	366	Q48RM8	Streptococcus pyogenes serotype M28.	319700	CP000056	AAX72632.1	IPR020622	PF01168
Q1JA50	ALR_STRPB	Reviewed	366	Q1JA50	Streptococcus pyogenes serotype M12 (strain MGAS2096).	370553	CP000261	ABF36611.1	IPR020622	PF01168
Q5M2S7	ALR_STRT2	Reviewed	367	Q5M2S7	Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311).	264199	CP000023	AAV61325.1	IPR020622	PF01168
A5M5U5	A5M5U5_STRPN	Unreviewed	367	A5M5U5	Streptococcus pneumoniae SP14-BS69.	406560	ABAD01000002	EDK66789.1	IPR020622	PF01168
Q04J74	ALR_STRP2	Reviewed	367	Q04J74	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466).	373153	CP000410	ABJ54061.1	IPR020622	PF01168
Q5XAA4	ALR_STRP6	Reviewed	366	Q5XAA4	Streptococcus pyogenes serotype M6.	301450	CP000003	AAT87659.1	IPR020622	PF01168
C1CSV9	ALR_STRZT	Reviewed	367	C1CSV9	Streptococcus pneumoniae (strain Taiwan19F-14).	487213	CP000921	ACO22643.1	IPR020622	PF01168
A4W3N5	ALR_STRS2	Reviewed	367	A4W3N5	Streptococcus suis (strain 98HAH33).	391296	CP000408	ABP92974.1	IPR020622	PF01168
B1S4A2	B1S4A2_STRPN	Unreviewed	367	B1S4A2	Streptococcus pneumoniae CDC1873-00.	453362	ABFS01000025	EDT50003.1	IPR020622	PF01168
A5M166	A5M166_STRPN	Unreviewed	367	A5M166	Streptococcus pneumoniae SP11-BS70.	406559	ABAC01000004	EDK63292.1	IPR020622	PF01168
Q3JZK5	ALR_STRA1	Reviewed	366	Q3JZK5	Streptococcus agalactiae serotype Ia.	355315	CP000114	ABA45793.1	IPR020622	PF01168
A2RCT3	ALR_STRPG	Reviewed	366	A2RCT3	Streptococcus pyogenes serotype M5 (strain Manfredo).	160491	AM295007	CAM29656.1	IPR020622	PF01168
Q8E3M9	ALR_STRA3	Reviewed	366	Q8E3M9	Streptococcus agalactiae serotype III.	216495	AL766852	CAD47387.1	IPR020622	PF01168
A5LAT9	A5LAT9_STRPN	Unreviewed	367	A5LAT9	Streptococcus pneumoniae SP3-BS71.	406556	AAZZ01000002	EDK74542.1	IPR020622	PF01168
B2DZ78	B2DZ78_STRPN	Unreviewed	367	B2DZ78	Streptococcus pneumoniae CDC3059-06.	453365	ABGG01000003	EDT96961.1	IPR020622	PF01168
P0A2W9	ALR_STRR6	Reviewed	367	P0A2W9	Streptococcus pneumoniae (strain ATCC BAA-255 / R6).	171101	AE007317	AAL00344.1	IPR020622	PF01168
C1CM34	ALR_STRZP	Reviewed	367	C1CM34	Streptococcus pneumoniae (strain P1031).	488223	CP000920	ACO21570.1	IPR020622	PF01168
A1XDT8	A1XDT8_ACEAC	Unreviewed	368	A1XDT8	Acetobacter aceti.	435	DQ344921	ABC71322.1	IPR020622	PF01168
A5MV53	A5MV53_STRPN	Unreviewed	367	A5MV53	Streptococcus pneumoniae SP23-BS72.	406563	ABAG01000007	EDK81291.1	IPR020622	PF01168
Q9RLU5	ALR_LACLM	Reviewed	367	Q9RLU5	Lactococcus lactis subsp. cremoris (strain MG1363).	416870	AM406671	CAL98277.1	IPR020622	PF01168
Q8DY10	ALR_STRA5	Reviewed	366	Q8DY10	Streptococcus agalactiae serotype V.	216466	AE009948	AAN00548.1	IPR020622	PF01168
Q3DCA1	Q3DCA1_STRAG	Unreviewed	366	Q3DCA1	Streptococcus agalactiae CJB111.	342617	AAJQ01000054	EAO72545.1	IPR020622	PF01168
Q1JF94	ALR_STRPD	Reviewed	366	Q1JF94	Streptococcus pyogenes serotype M2 (strain MGAS10270).	370552	CP000260	ABF34665.1	IPR020622	PF01168
A4TZ45	A4TZ45_9PROT	Unreviewed	369	A4TZ45	Magnetospirillum gryphiswaldense.	55518	CU459003	CAM75902.1	IPR020622	PF01168
Q3D7S1	Q3D7S1_STRAG	Unreviewed	366	Q3D7S1	Streptococcus agalactiae COH1.	342616	AAJR01000036	EAO75543.1	IPR020622	PF01168
B2DKR5	B2DKR5_STRPN	Unreviewed	367	B2DKR5	Streptococcus pneumoniae CDC1087-00.	453361	ABFT01000029	EDT90172.1	IPR020622	PF01168
C0MEB7	ALR_STRS7	Reviewed	366	C0MEB7	Streptococcus equi subsp. zooepidemicus (strain H70).	553483	FM204884	CAX00342.1	IPR020622	PF01168
A5LVM2	A5LVM2_STRPN	Unreviewed	367	A5LVM2	Streptococcus pneumoniae SP9-BS68.	406558	ABAB01000018	EDK78510.1	IPR020622	PF01168
B5E745	ALR_STRP4	Reviewed	367	B5E745	Streptococcus pneumoniae serotype 19F (strain G54).	512566	CP001015	ACF56812.1	IPR020622	PF01168
B4U178	ALR_STREM	Reviewed	366	B4U178	Streptococcus equi subsp. zooepidemicus (strain MGCS10565).	552526	CP001129	ACG61745.1	IPR020622	PF01168
B2E2Y6	B2E2Y6_STRPN	Unreviewed	367	B2E2Y6	Streptococcus pneumoniae MLV-016.	453366	ABGH01000001	EDT99395.1	IPR020622	PF01168
B2DTY8	B2DTY8_STRPN	Unreviewed	367	B2DTY8	Streptococcus pneumoniae CDC0288-04.	453364	ABGF01000004	EDT94790.1	IPR020622	PF01168
C2C0G5	C2C0G5_LISGR	Unreviewed	368	C2C0G5	Listeria grayi DSM 20601.	525367	ACCR01000022	EEN77445.1	IPR020622	PF01168
Q030B4	ALR_LACLS	Reviewed	367	Q030B4	Lactococcus lactis subsp. cremoris (strain SK11).	272622	CP000425	ABJ72458.1	IPR020622	PF01168
B9DVI3	ALR_STRU0	Reviewed	368	B9DVI3	Streptococcus uberis (strain ATCC BAA-854 / 0140J).	218495	AM946015	CAR43287.1	IPR020622	PF01168
A5MFI9	A5MFI9_STRPN	Unreviewed	367	A5MFI9	Streptococcus pneumoniae SP18-BS74.	406561	ABAE01000004	EDK68900.1	IPR020622	PF01168
C1C8T6	ALR_STRP7	Reviewed	367	C1C8T6	Streptococcus pneumoniae (strain 70585).	488221	CP000918	ACO16672.1	IPR020622	PF01168
